date,he,alberta_internal_load,pool_price,import_export,AESO_Name,Capacity,asset_id,block_number,price,from,to,size,available_mw,dispatched,dispatched_mw,flexible,Plant_Type,Plant_Fuel
2024-01-12,22,11484,927.1,NA,Saddle Hills (SDH1),10,SDH1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Mulligan (MUL1),5,MUL1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Coaldale (COD1),5,COD1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,U of C Generator (UOC1)*,12,UOC1,0,0,0,12,12,12,Y,12,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Edson (TLM2),13,TLM2,0,0,0,12,12,12,Y,12,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,AltaGas Harmattan (HMT1),45,HMT1,0,0,0,31,31,31,Y,31,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Base Plant (SCR1),50,SCR1,0,0,0,37,37,37,Y,37,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Rainbow Lake #1 (RL1),47,RL1,0,0,0,44,44,44,Y,44,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Air Liquide Scotford #1 (ALS1),96,ALS1,0,0,0,50,50,50,Y,50,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Heartland Petrochemical (HRT1),116,HRT1,0,0,0,70,70,70,Y,70,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Christina Lake (CL01),101,CL01,0,0,0,90,90,90,Y,90,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Foster Creek (EC04),98,EC04,0,0,0,95,95,95,Y,95,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Primrose #1 (PR1),100,PR1,0,0,0,96,96,96,Y,96,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Joffre #1 (JOF1),474,JOF1,0,0,0,100,100,100,Y,100,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Dow Hydrocarbon (DOWG),326,DOWG,0,0,0,130,130,130,Y,130,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,ATCO Scotford Upgrader (APS1),195,APS1,0,0,0,130,130,130,Y,130,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,MEG1 Christina Lake (MEG1),202,MEG1,0,0,0,135,135,135,Y,135,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Muskeg River (MKR1),202,MKR1,0,0,0,172,172,172,Y,172,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Nabiye (IOR2)*,195,IOR2,0,0,0,177,177,177,Y,177,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Mahkeses (IOR1),180,IOR1,0,0,0,180,180,180,Y,180,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Nexen Inc #2 (NX02),220,NX02,0,0,0,190,190,190,Y,190,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Fort Hills (FH1),199,FH1,0,0,0,194,194,194,Y,194,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Poplar Creek (SCR5),376,SCR5,0,0,0,345,345,345,Y,345,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Syncrude #1 (SCL1)*,510,SCL1,0,0,0,440,440,440,Y,440,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Firebag (SCR6),473,SCR6,0,0,0,460,460,460,Y,460,N,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Bighorn Hydro (BIG),120,BIG,0,0,0,18,18,18,Y,18,Y,HYDRO,HYDRO
2024-01-12,22,11484,927.1,NA,Brazeau Hydro (BRA),350,BRA,0,0,0,26,26,26,Y,26,Y,HYDRO,HYDRO
2024-01-12,22,11484,927.1,NA,Bow River Hydro (BOW1),320,BOW1,0,0,0,58,58,58,Y,58,Y,HYDRO,HYDRO
2024-01-12,22,11484,927.1,NA,Dickson Dam (DKSN),15,DKSN,0,0,0,5,5,5,Y,5,N,HYDRO,HYDRO
2024-01-12,22,11484,927.1,I,AB - BC Hydro Imp Hr Avg MW,NA,AB_BC_IMP,0,0,0,730,730,730,Y,730,Y,IMPORT,IMPORT
2024-01-12,22,11484,927.1,I,AB - Montana Imp Hr Avg MW,NA,AB_MON_IMP,0,0,0,75,75,75,Y,75,Y,IMPORT,IMPORT
2024-01-12,22,11484,927.1,I,AB - Saskpower Imp AB Hr Avg MW,155,AB_SK_IMP,0,0,0,15,15,15,Y,15,Y,IMPORT,IMPORT
2024-01-12,22,11484,927.1,NA,Cavalier (EC01),120,EC01,0,0,0,50,50,50,Y,50,N,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Shepard (EGC1),860,EGC1,0,0,0,390,390,390,Y,390,N,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Cascade 1 (CAS1),450,CAS1,0,0,0,30,30,30,Y,30,Y,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Fort Nelson (FNG1),73,FNG1,0,0,0,62,62,62,Y,49,Y,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Nexen Inc #1 (NX01),120,NX01,0,0,0,115,115,115,Y,115,N,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Medicine Hat #1 (CMH1),255,CMH1,0,0,0,169,169,169,Y,169,N,NGCC,GAS
2024-01-12,22,11484,927.1,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,0,0,0,175,175,175,Y,175,N,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Keephills #2 (KH2),395,KH2,0,0,0,125,125,125,Y,125,Y,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Keephills #3 (KH3),463,KH3,0,0,0,135,135,135,Y,135,Y,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Battle River #4 (BR4),155,BR4,0,0,0,30,30,30,Y,30,N,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Battle River #5 (BR5),385,BR5,0,0,0,90,90,90,Y,90,N,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Sheerness #2 (SH2),390,SH2,0,0,0,120,120,120,Y,120,N,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Sheerness #1 (SH1),400,SH1,0,0,0,120,120,120,Y,120,N,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,DAI1 Daishowa (DAI1),52,DAI1,0,0,0,7,7,7,Y,7,Y,OTHER,OTHER
2024-01-12,22,11484,927.1,NA,Grande Prairie EcoPower (GPEC),27,GPEC,0,0,0,12,12,12,Y,12,Y,OTHER,OTHER
2024-01-12,22,11484,927.1,NA,Westlock (WST1),18,WST1,0,0,0,12,12,12,Y,12,Y,OTHER,OTHER
2024-01-12,22,11484,927.1,NA,Swan Hills Geothermal (SRL1),20,SRL1,0,0,0,15,15,15,Y,15,N,OTHER,OTHER
2024-01-12,22,11484,927.1,NA,APF Athabasca (AFG1)*,131,AFG1,0,0,0,18,18,18,Y,18,N,OTHER,OTHER
2024-01-12,22,11484,927.1,NA,Cancarb Medicine Hat (CCMH),42,CCMH,0,0,0,20,20,20,Y,20,N,OTHER,OTHER
2024-01-12,22,11484,927.1,NA,Whitecourt Power (EAGL),25,EAGL,0,0,0,24,24,24,Y,24,N,OTHER,OTHER
2024-01-12,22,11484,927.1,NA,Weyerhaeuser (WEY1),48,WEY1,0,0,0,43,43,43,Y,43,Y,OTHER,OTHER
2024-01-12,22,11484,927.1,NA,Crossfield Energy Centre #2 (CRS2),48,CRS2,0,0,0,40,40,40,Y,40,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Crossfield Energy Centre #1 (CRS1),48,CRS1,0,0,0,40,40,40,Y,40,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Crossfield Energy Centre #3 (CRS3),48,CRS3,0,0,0,41,41,41,Y,41,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Cloverbar #2 (ENC2),101,ENC2,0,0,0,35,35,35,Y,35,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Cloverbar #1 (ENC1),48,ENC1,0,0,0,38,38,38,Y,38,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Wilson Creek (WLC1),9,WLC1,0,0,0,3,3,3,Y,3,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Drywood (DRW1),6,DRW1,0,0,0,3,3,3,Y,3,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,NPC2 JL Landry (NPC2),9,NPC2,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Lethbridge Coaldale (ME04),6,ME04,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Lethbridge Burdett (ME03),7,ME03,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Lethbridge Taber (ME02),8,ME02,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,AltaGas Bantry (ALP1),7,ALP1,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,NPC3 Elmworth (NPC3),9,NPC3,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,High River 2 (HRV2),10,HRV2,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,High River 1 (HRV1),10,HRV1,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,AltaGas Parkland (ALP2),10,ALP2,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Carson Creek (GEN5),15,GEN5,0,0,0,10,10,10,Y,10,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Valley View 2 (VVW2),50,VVW2,0,0,0,15,15,15,Y,15,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Ralston (NAT1),20,NAT1,0,0,0,15,15,15,Y,15,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Valley View 1 (VVW1),50,VVW1,0,0,0,15,15,15,Y,15,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,West Cadotte (WCD1),20,WCD1,0,0,0,16,16,16,Y,16,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,South Edmonton Terminal (SET1),20,SET1,0,0,0,17,17,17,Y,17,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Poplar Hill #1 (PH1),48,PH1,0,0,0,41,41,41,Y,41,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Northern Prairie Power Project (NPP1),105,NPP1,0,0,0,45,45,45,Y,45,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Rainbow #5 (RB5),50,RB5,0,0,0,50,50,50,Y,35,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,AB Newsprint (ANC1),63,ANC1,0,0,0,63,63,63,Y,63,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,H.R. Milner (HRM),300,HRM,0,0,0,70,70,70,Y,70,N,SCGT,COAL
2024-01-12,22,11484,927.1,NA,Barlow Solar (BLS1),27,BLS1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,BRD1 Burdett (BRD1),11,BRD1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Brooks Solar 1 (BRK1),13,BRK1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Brooks Solar 2 (BRK2),14,BRK2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Brooks Solar (BSC1),15,BSC1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,BUR1 Burdett (BUR1),20,BUR1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Chappice Lake (CHP1),14,CHP1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Claresholm 2 (CLR2),58,CLR1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Claresholm 1 (CLR1),75,CLR2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Clydesdale 1 (CLY1),41,CLY1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Clydesdale 2 (CLY2),34,CLY2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Coaldale (COL1),23,COL1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Conrad 1 (CRD1),23,CRD1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Conrad 2 (CRD2),18,CRD2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Deerfoot (DFT1),37,DFT1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Empress Solar Park (EMP1),39,EMP1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Fox Coulee Solar (FCS1),75,FCS1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Hull (HUL1),25,HUL1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Hays (HYS1),23,HYS1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Innisfail (INF1),22,INF1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Jenner (JER1),23,JER1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Joffre Solar 1 (JFS1),25,JFS1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Joffre Solar 2 (JFS2),22,JFS2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,kisikaw-pisim 2 (KKP1),7,KKP1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,kisikaw-pisim 2 (KKP1),7,KKP2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Michichi Creek (MCH1 ),14,MCH1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Michichi Solar (MIC1),25,MIC1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Monarch (MON1),24,MON1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,East Strathmore Namaka (NMK1),20,NMK1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Saddlebrook Solar (SDL1),81,SDL1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Spring Coulee (SGC1),30,SGC1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Sollair Solar Energy Plant (SLR1),75,SLR1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Strathmore 1 (STR1),58,STR1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Strathmore 2 (STR2),75,STR2,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Stavely (STV1),17,STV1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Suffield (SUF1),23,SUF1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Kneehill Solar (TRH1),25,TRH1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Travers (TVS1),400,TVS1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Vulcan (VCN1),22,VCN1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Vauxhall (VXH1),22,VXH1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Wheatcrest (WCR1),50,WCR1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Westfield Yellow Lake (WEF1),19,WEF1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,Youngstown Solar (YNG1),6,YNG1,1,0,0,0,0,0,Y,0,N,SOLAR,SOLAR
2024-01-12,22,11484,927.1,NA,eReserve5 Hughenden (ERV5),20,ERV5,0,0,0,4,4,4,Y,4,Y,STORAGE,STORAGE
2024-01-12,22,11484,927.1,NA,eReserve1 Rycroft (ERV1),20,ERV1,0,0,0,4,4,0,N,0,Y,STORAGE,STORAGE
2024-01-12,22,11484,927.1,NA,eReserve2 Buffalo Creek (ERV2),20,ERV2,0,0,0,4,4,0,N,0,Y,STORAGE,STORAGE
2024-01-12,22,11484,927.1,NA,eReserve3 Mercer Hill (ERV3),20,ERV3,0,0,0,4,4,0,N,0,Y,STORAGE,STORAGE
2024-01-12,22,11484,927.1,NA,eReserve6 (ERV6),20,ERV6,0,0,0,4,4,0,N,0,Y,STORAGE,STORAGE
2024-01-12,22,11484,927.1,NA,eReserve4 (ERV4),20,ERV4,0,0,0,4,4,0,N,0,Y,STORAGE,STORAGE
2024-01-12,22,11484,927.1,NA,Suncor Chin Chute (SCR3)*,30,SCR3,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,McBride Lake Windfarm (AKE1)*,73.3,AKE1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Ardenville Wind (ARD1)*,68.2,ARD1,1,0,0,0.157,0.157,0.157,Y,0.157,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Buffalo Atlee 1 (BFL1),18,BFL1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Buffalo Atlee 2 (BFL2),16,BFL2,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Buffalo Atlee 3 (BFL3),18,BFL3,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Buffalo Atlee 4 (BFL4),10,BFL4,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Blackspring Ridge (BSR1)*,300,BSR1,1,0,0,1.0275,1.0275,1.0275,Y,1.0275,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Blue Trail Wind (BTR1)*,66,BTR1,1,0,0,4.224,4.224,4.224,Y,4.224,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,BUL1 Bull Creek (BUL1)*,13.65,BUL1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,BUL2 Bull Creek (BUL2)*,16,BUL2,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Castle River #1 (CR1)*,39,CR1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Cowley Ridge (CRE3)*,20,CRE3,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Castle Rock Wind Farm (CRR1)*,77,CRR1,1,0,0,2.5275,2.5275,2.5275,Y,2.5275,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Castle Rock Ridge 2 (CRR2),29,CRR2,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Cypress 1 (CYP1),196,CYP1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Cypress 2 (CYP2),46,CYP2,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Forty Mile Granlea (FMG1),200,FMG1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Garden Plain (GDP1),130,GDP1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Grizzly Bear Creek (GRZ1),152,GRZ1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Soderglen Wind (GWW1)*,71,GWW1,1,0,0,0.0121,0.0121,0.0121,Y,0.0121,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Halkirk Wind Power Facility (HAL1)*,150,HAL1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Hand Hills (HHW1),145,HHW1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Hilda Wind (HLD1),100,HLD1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Summerview 1 (IEW1)*,66,IEW1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Summerview 2 (IEW2)*,66,IEW2,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Jenner 1 (JNR1),122,JNR1,1,0,0,2.2884,2.2884,2.2884,Y,2.2884,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Jenner 2 (JNR2),71,JNR2,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Jenner 3 (JNR3),109,JNR3,1,0,0,0.6375,0.6375,0.6375,Y,0.6375,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Kettles Hill (KHW1)*,63,KHW1,1,0,0,0.0775,0.0775,0.0775,Y,0.0775,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Lanfine Wind (LAN1),151,LAN1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Ghost Pine (NEP1)*,82,NEP1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Oldman 2 Wind Farm 1 (OWF1)*,46,OWF1,1,0,0,0.496,0.496,0.496,Y,0.496,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Paintearth Wind Project (PAW1),198,PAW1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Riverview (RIV1),105,RIV1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Rattlesnake Ridge Wind (RTL1),130,RTL1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Suncor Magrath (SCR2)*,30.2,SCR2,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Wintering Hills (SCR4)*,88,SCR4,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Sharp Hill (SHH1),297,SHH1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Stirling Wind (SWP1),113,SWP1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Enmax Taber (TAB1)*,81,TAB1,1,0,0,0.6346,0.6346,0.6346,Y,0.6346,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Wheatland Wind (WHE1),120,WHE1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Whitla (WHT1),202,WHT1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Whitla 2 (WHT2),151,WHT2,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Windrise (WRW1),207,WRW1,1,0,0,0,0,0,Y,0,N,WIND,WIND
2024-01-12,22,11484,927.1,NA,Carseland Cogen (TC01),95,TC01,1,23.81,64,85,21,21,Y,21,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Cloverbar #2 (ENC2),101,ENC2,1,24.98,35,70,35,35,Y,35,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Shepard (EGC1),860,EGC1,1,26.26,390,470,80,80,Y,80,Y,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Shepard (EGC1),860,EGC1,2,26.5,470,520,50,50,Y,50,Y,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Shepard (EGC1),860,EGC1,3,26.68,520,570,50,50,Y,50,Y,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Cloverbar #2 (ENC2),101,ENC2,2,27.97,70,88,18,13,Y,13,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Air Liquide Scotford #1 (ALS1),96,ALS1,1,28.5,50,91,41,36,Y,36,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Dow Hydrocarbon (DOWG),326,DOWG,1,28.73,130,172,42,42,Y,42,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Shepard (EGC1),860,EGC1,4,29.16,570,704,134,134,Y,134,Y,NGCC,GAS
2024-01-12,22,11484,927.1,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,2,29.56,175,200,25,25,Y,25,Y,NGCC,GAS
2024-01-12,22,11484,927.1,NA,ENMAX Calgary Energy Centre (CAL1),320,CAL1,3,30.56,200,296,96,96,Y,96,Y,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Dow Hydrocarbon (DOWG),326,DOWG,2,31.58,172,210,38,38,Y,38,Y,COGEN,GAS
2024-01-12,22,11484,927.1,NA,Shepard (EGC1),860,EGC1,5,32.55,704,786,82,82,Y,82,Y,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Bighorn Hydro (BIG),120,BIG,1,34.59,18,71,53,53,Y,53,Y,HYDRO,HYDRO
2024-01-12,22,11484,927.1,NA,Shepard (EGC1),860,EGC1,6,35.46,786,855,69,69,Y,69,Y,NGCC,GAS
2024-01-12,22,11484,927.1,NA,Keephills #3 (KH3),463,KH3,1,35.5,135,180,45,45,Y,45,N,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Keephills #3 (KH3),463,KH3,2,36.13,180,234,54,54,Y,54,Y,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Keephills #3 (KH3),463,KH3,3,36.76,234,291,57,57,Y,57,Y,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Northern Prairie Power Project (NPP1),105,NPP1,1,37,45,46,1,1,Y,1,N,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Keephills #3 (KH3),463,KH3,4,37.39,291,346,55,55,Y,55,Y,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Keephills #3 (KH3),463,KH3,5,38.5,346,404,58,58,Y,58,Y,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Northern Prairie Power Project (NPP1),105,NPP1,2,39,46,65,19,19,Y,19,Y,SCGT,GAS
2024-01-12,22,11484,927.1,NA,Keephills #3 (KH3),463,KH3,6,39.57,404,463,59,59,Y,59,Y,NGCONV,GAS
2024-01-12,22,11484,927.1,NA,Bighorn Hydro (BIG),120,BIG,6,39.59,71,120,49,0,N,0,Y,HYDRO,HYDRO
